X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1474139.24148101,509054.500231013,6410,1080041,2020,12,December,27,1,Sunday,2129,20201227212902,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.135927,-80.759017,
1480841.53585601,521452.140856013,6411,1242580,2024,1,January,17,4,Wednesday,1648,20240117164804,28,"Sideswipe, same direction",1,6,Exceeded authorized speed limit,0, ,35.170311,-80.737328,
1459719.978356,499588.554606006,6412,1283636,2024,12,December,24,3,Tuesday,1613,20241224161301,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.10921,-80.806663,
1432710.558356,577808.804606006,6413,1228729,2023,9,September,29,6,Friday,1555,20230929155901,30,Angle,2,19,Failed to yield right of way,0, ,35.32271,-80.90197,
1429283.513356,566164.598981008,6414,1128042,2021,12,December,11,7,Saturday,1322,20211211132200,28,"Sideswipe, same direction",1,20,Inattention,0, ,35.290541,-80.912705,
1484474.72210601,485600.493981004,6415,1104461,2021,6,June,21,2,Monday,1447,20210621144704,1,Ran off road right,2,34,Unknown,0, ,35.07199,-80.72309,
1449126.78335601,544507.038981006,6416,1121463,2021,10,October,8,6,Friday,42,20211008004202,14,Pedestrian,2,30,Alcohol use,0, ,35.232076,-80.844869,
1439272.243356,517203.771481007,6417,1233707,2023,11,November,6,2,Monday,1156,20231106115605,14,Pedestrian,1,20,Inattention,0, ,35.156561,-80.876136,
1452398.39335601,544475.896481007,6418,1002733,2020,2,February,2,1,Sunday,2000,20200202000301,22,"Rear end, turn",2,0,No contributing circumstance indicated,0, ,35.232157,-80.833913,
1468372.19210601,532939.20585601,6419,1193955,2022,12,December,11,1,Sunday,2001,20221211200100,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.201262,-80.779736,
1485476.168356,571204.128981009,6420,1229490,2023,10,October,5,5,Thursday,1946,20231005194601,14,Pedestrian,2,19,Failed to yield right of way,0, ,35.307214,-80.724714,
1484282.87585601,565032.08085601,6421,2244271,2024,3,March,17,1,Sunday,1339,20240317133400,14,Pedestrian,1,19,Failed to yield right of way,0, ,35.290201,-80.728353,
1448710.18960601,547110.527731001,6422,1060848,2020,11,November,27,6,Friday,2222,20201127222200,20,Parked motor vehicle,2,6,Exceeded authorized speed limit,0, ,35.239207,-80.846426,
1447649.714606,571749.781481013,6423,1018135,2020,1,January,22,4,Wednesday,2006,20200122200603,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.306841,-80.851516,
1481678.510231,553066.163356006,6424,1257001,2024,5,May,21,3,Tuesday,400,20240519040502,14,Pedestrian,1,33,Unable to determine,0, ,35.257203,-80.736378,
1433255.150231,513719.17523101,6425,1272775,2024,10,October,1,3,Tuesday,1806,20241001180603,1,Ran off road right,2,34,Unknown,0, ,35.146674,-80.896041,
1453581.57710601,549992.067731008,6426,1278751,2024,11,November,16,7,Saturday,1937,20241116193702,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.247371,-80.830292,
1426764.64210601,556220.64398101,6427,1216114,2023,6,June,17,7,Saturday,2206,20230617220602,14,Pedestrian,2,28,Visibility obstructed,0, ,35.26309,-80.9205,
1447930.00585601,571803.160231009,6428,1071021,2021,1,January,9,7,Saturday,2129,20210109212900,30,Angle,2,0,No contributing circumstance indicated,0, ,35.307002,-80.85058,
1464760.05273101,561251.337106004,6429,1168651,2022,8,August,6,7,Saturday,655,20220806065501,28,"Sideswipe, same direction",2,12,Improper lane change,0, ,35.278863,-80.793538,
1437356.434606,499373.212106004,6430,1244563,2024,2,February,4,1,Sunday,1830,20240204183601,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.107477,-80.881414,
1472609.23710601,550320.358981013,6431,1139004,2022,4,April,14,5,Thursday,1806,20220414180601,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.24922,-80.76659,
1481408.013356,550200.376481012,6432,1001283,2020,2,February,6,5,Thursday,1810,20200206181002,27,Head on,2,33,Unable to determine,0, ,35.249317,-80.737116,
1438215.85773101,530005.505231008,6433,1245318,2024,2,February,11,1,Sunday,6,20240211000600,14,Pedestrian,1,30,Alcohol use,0, ,35.191675,-80.880481,
1481111.18773101,546327.863981009,6434,1064189,2020,12,December,12,7,Saturday,1839,20201212183904,1,Ran off road right,2,8,Failure to reduce speed,0, ,35.238664,-80.737883,
1453156.040231,540279.107106,6435,1052972,2020,8,August,31,2,Monday,238,20200831023802,27,Head on,2,30,Alcohol use,0, ,35.220666,-80.831117,
1469875.23460601,542706.138981014,6436,1044795,2020,9,September,13,1,Sunday,1434,20200913143400,21,"Rear end, slow or stop",2,32,Other*,0, ,35.228168,-80.77529,
1451744.167106,545162.132731006,6437,1033488,2020,7,July,18,7,Saturday,628,20200718062801,13,Other non-collision*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.234009,-80.836146,
1480357.558356,533402.312106013,6438,1282341,2024,12,December,8,1,Sunday,1637,20241208163700,14,Pedestrian,1,34,Unknown,0, ,35.203118,-80.739648,
1484442.64210601,534264.290231004,6439,1024728,2020,6,June,9,3,Tuesday,1733,20200609173303,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.205682,-80.726025,
1477738.35960601,550444.278356001,6440,1197400,2023,1,January,12,5,Thursday,706,20230110070602,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.24981,-80.74942,
1451591.26648101,559279.033356011,6441,1117524,2021,8,August,28,7,Saturday,1752,20210828175200,28,"Sideswipe, same direction",1,32,Other*,0, ,35.272783,-80.837533,
1438388.05085601,530293.450231001,6442,1240546,2023,12,December,27,4,Wednesday,2214,20231222223005,14,Pedestrian,1,34,Unknown,0, ,35.192475,-80.879923,
1466193.68960601,553728.392106012,6443,1050897,2020,9,September,4,6,Friday,2028,20200904202803,27,Head on,1,6,Exceeded authorized speed limit,0, ,35.258267,-80.788281,
1449237.762731,487543.495856002,6444,1117516,2021,8,August,28,7,Saturday,1612,20210828161200,27,Head on,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.07559,-80.84096,
1468523.83335601,532964.878981009,6445,1203750,2023,3,March,5,1,Sunday,957,20230305095701,1,Ran off road right,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0,None (no unusual conditions),35.20134,-80.77923,
1445604.836481,571128.767731011,6446,1030999,2020,7,July,6,2,Monday,828,20200706082801,27,Head on,2,32,Other*,0, ,35.30503,-80.85833,
1474417.93960601,534188.415231004,6447,1277010,2024,11,November,4,2,Monday,539,20241104053901,14,Pedestrian,2,0,No contributing circumstance indicated,0,None (no unusual conditions),35.20499,-80.759575,
1440483.106481,544574.676481009,6448,1171078,2022,8,August,21,1,Sunday,108,20220821010800,28,"Sideswipe, same direction",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.231817,-80.873814,
1466603.684606,549684.554606006,6449,1066306,2020,12,December,20,1,Sunday,2212,20201220221202,14,Pedestrian,1,0, ,0, ,35.247178,-80.786664,
1473203.45898101,499677.434606001,6450,1211586,2023,3,March,3,6,Friday,1714,20230303171402,23,"Left turn, same roadway",1,4,Disregarded traffic signals,0, ,35.11012,-80.76159,
1446385.23835601,555803.102731004,6451,1110634,2021,7,July,10,7,Saturday,242,20210710024400,14,Pedestrian,1,4,Disregarded traffic signals,0, ,35.262968,-80.854755,
1484625.367731,553443.189606011,6452,1084383,2021,3,March,21,1,Sunday,155,20210321015503,1,Ran off road right,2,30,Alcohol use,0, ,35.25838,-80.72653,
1451040.36460601,545024.461481005,6453,1227001,2023,9,September,15,6,Friday,1952,20230915195201,21,"Rear end, slow or stop",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.233595,-80.838494,
1492009.92648101,573311.742731005,6454,1221200,2023,7,July,31,2,Monday,500,20230731051102,14,Pedestrian,2,33,Unable to determine,0, ,35.313314,-80.702938,
1438485.00210601,546087.798981011,6455,1169821,2022,8,August,9,3,Tuesday,1111,20220809111100,21,"Rear end, slow or stop",1,33,Unable to determine,0, ,35.23587,-80.8806,
1440807.431481,553008.139606014,6456,1067597,2020,10,October,17,7,Saturday,223,20201017022303,1,Ran off road right,2,14,Overcorrected/oversteered,0, ,35.255002,-80.873261,
1451851.21085601,547154.914606005,6457,1276998,2024,11,November,3,1,Sunday,1924,20241103192400,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.239489,-80.835911,
1485742.55210601,570770.340231001,6458,1123580,2021,10,October,27,4,Wednesday,1900,20211027190002,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.306035,-80.723796,
1420584.89210601,532575.805856004,6459,1066347,2020,12,December,24,5,Thursday,345,20201224034500,1,Ran off road right,2,8,Failure to reduce speed,0, ,35.197804,-80.939651,
1432260.34398101,540938.412106007,6460,1265085,2024,7,July,31,4,Wednesday,16,20240731001601,2,Ran off road left,2,7,Exceeded safe speed for conditions,0, ,35.221398,-80.901112,
1439026.17898101,524677.838356003,6461,1235225,2023,11,November,18,7,Saturday,1702,20231118170302,23,"Left turn, same roadway",2,11,Crossed centerline/going wrong way,0, ,35.177081,-80.877432,
1493682.310231,536069.552731007,6462,1264761,2024,7,July,28,1,Sunday,944,20240728094404,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.211079,-80.695201,
1451686.258356,555088.617731005,6463,1248281,2024,3,March,7,5,Thursday,2233,20240307223301,23,"Left turn, same roadway",1,4,Disregarded traffic signals,0, ,35.261276,-80.836955,
1447279.35898101,480104.779606014,6464,1176699,2022,9,September,29,5,Thursday,1828,20220929182801,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,0, ,35.055054,-80.847042,
1444435.119606,578841.22210601,6465,1025161,2020,6,June,12,6,Friday,1041,20200612104104,14,Pedestrian,2,20,Inattention,0, ,35.326157,-80.862735,
1421391.165231,562684.475856006,6466,1220608,2023,7,July,25,3,Tuesday,1952,20230725195202,24,"Left turn, different roadways",2,0,No contributing circumstance indicated,0, ,35.28056,-80.938921,
1438222.61023101,505752.361481011,6467,1112934,2021,7,July,26,2,Monday,2145,20210726215001,16,"RR train, engine",1,3,Disregarded other traffic signs,0, ,35.125047,-80.878922,
1465523.121481,577758.819606006,6468,1085670,2021,3,March,27,7,Saturday,2054,20210327205500,14,Pedestrian,2,32,Other*,0, ,35.32425,-80.79198,
1491069.52148101,582267.848356009,6469,1071085,2020,5,May,7,5,Thursday,1805,20200507180801,27,Head on,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.337874,-80.706606,
1432129.86148101,556774.365231007,6470,1069776,2020,8,August,22,7,Saturday,1207,20200822120701,23,"Left turn, same roadway",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.264895,-80.902565,
1447212.40960601,491990.632731006,6471,1200381,2023,1,January,30,2,Monday,1742,20230130174200,25,"Right turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.087704,-80.848005,
1456463.48773101,537762.695856005,6472,1082884,2021,3,March,14,1,Sunday,2152,20210314215200,29,"Sideswipe, opposite direction",2,11,Crossed centerline/going wrong way,0, ,35.21392,-80.81989,
1451859.419606,540896.750231013,6473,1045573,2020,9,September,17,5,Thursday,1314,20200917131400,20,Parked motor vehicle,2,8,Failure to reduce speed,0,None (no unusual conditions),35.222297,-80.835496,
1450899.306481,511144.398356006,6474,1171729,2022,8,August,30,3,Tuesday,2350,20220830235601,1,Ran off road right,2,33,Unable to determine,0, ,35.140512,-80.836867,
1478229.36710601,541986.418356001,6475,1269410,2024,8,August,28,4,Wednesday,2014,20240828201402,23,"Left turn, same roadway",1,4,Disregarded traffic signals,0, ,35.226598,-80.747277,
1437884.54960601,555366.915231004,6476,1215813,2023,6,June,16,6,Friday,1320,20230616132003,21,"Rear end, slow or stop",2,20,Inattention,0,None (no unusual conditions),35.26133,-80.8832,
1432547.58023101,509723.165231004,6477,2244265,2021,12,December,13,2,Monday,2049,20211213204901,14,Pedestrian,1,32,Other*,0, ,35.135659,-80.898152,
1470971.542731,537526.817731008,6478,1269706,2024,9,September,8,1,Sunday,157,20240908015700,30,Angle,2,20,Inattention,0, ,35.213993,-80.77131,
1476668.22523101,581641.332731009,6479,1019962,2020,5,May,14,5,Thursday,1600,20200514160200,14,Pedestrian,2,20,Inattention,0, ,35.335463,-80.754851,
1480627.214606,533343.715231001,6480,998961,2020,1,January,25,7,Saturday,2350,20200125235301,30,Angle,2,0,No contributing circumstance indicated,0, ,35.20297,-80.738742,
1458084.70710601,550602.078981012,6481,1194362,2022,12,December,15,5,Thursday,28,20221215002800,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.249274,-80.815249,
1464753.95398101,560418.234606013,6482,1040824,2020,6,June,12,6,Friday,2310,20200612231001,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.276574,-80.793508,
1468335.89335601,494708.667731002,6483,1281280,2024,12,December,8,1,Sunday,1458,20241208145801,23,"Left turn, same roadway",2,20,Inattention,0, ,35.096231,-80.777566,
1471236.39835601,545004.892106012,6484,1237771,2023,12,December,7,5,Thursday,925,20231207092500,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.23455,-80.77087,
1465269.05023101,537442.030856013,6485,1058134,2020,7,July,30,5,Thursday,1338,20200730133801,2,Ran off road left,1,32,Other*,0,None (no unusual conditions),35.213479,-80.790394,
1464271.31523101,565007.995856002,6486,1200126,2023,2,February,1,4,Wednesday,1842,20230201184200,14,Pedestrian,2,28,Visibility obstructed,0, ,35.289159,-80.795403,
1470118.102106,532680.81585601,6487,1056872,2020,7,July,15,4,Wednesday,1507,20200715150706,1,Ran off road right,1,32,Other*,0, ,35.200638,-80.773877,
1457907.103356,550475.013356,6488,1116698,2021,8,August,21,7,Saturday,212,20210821021201,30,Angle,1,4,Disregarded traffic signals,0, ,35.248916,-80.815836,
1481207.16023101,547835.333356008,6489,1202113,2023,2,February,15,4,Wednesday,652,20230215065201,2,Ran off road left,2,32,Other*,0, ,35.24281,-80.73765,
1467676.96710601,553611.797106013,6490,1271702,2024,9,September,25,4,Wednesday,620,20240925062000,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.25802,-80.783306,
1419817.167731,508729.529606014,6491,1237657,2023,12,December,8,6,Friday,1315,20231208132301,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.132253,-80.94066,
1446346.46085601,541499.355856001,6492,1280607,2024,12,December,1,1,Sunday,212,20241201021201,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.223671,-80.85399,
1430957.08210601,509863.917731002,6493,1288314,2024,1,January,7,1,Sunday,2044,20240107204400,14,Pedestrian,2,33,Unable to determine,0, ,35.135962,-80.90348,
1482174.66085601,554240.859606013,6494,1133757,2022,2,February,15,3,Tuesday,1448,20220215144802,14,Pedestrian,1,30,Alcohol use,0, ,35.260454,-80.734785,
1478000.184606,570819.177106008,6495,1243500,2024,1,January,26,6,Friday,2237,20240126223700,23,"Left turn, same roadway",1,33,Unable to determine,0, ,35.305797,-80.749746,
1480907.94398101,533320.235231012,6496,1263561,2024,7,July,14,1,Sunday,227,20240714022702,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.202919,-80.737801,
1484531.637731,564046.396481007,6497,1073795,2020,12,December,23,4,Wednesday,2144,20201223214401,24,"Left turn, different roadways",1,30,Alcohol use,0, ,35.287505,-80.727462,
1446744.92710601,540987.400856003,6498,1269312,2024,9,September,4,4,Wednesday,1646,20240904164602,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.222285,-80.852624,
1479511.23523101,531892.363356009,6499,1250429,2024,3,March,26,3,Tuesday,333,20240326033300,2,Ran off road left,2,30,Alcohol use,0, ,35.198929,-80.742392,
1446719.42023101,535683.196481004,6500,1281664,2024,12,December,7,7,Saturday,952,20241207095201,1,Ran off road right,1,34,Unknown,0, ,35.207712,-80.852378,
1433376.806481,533023.485856012,6501,1101746,2021,6,June,4,6,Friday,1911,20210604191100,14,Pedestrian,2,30,Alcohol use,0, ,35.199713,-80.896868,
1485440.902731,539262.123356014,6502,1251751,2024,4,April,7,1,Sunday,455,20240407045501,20,Parked motor vehicle,2,32,Other*,0, ,35.21946,-80.722974,
1426621.36523101,564426.876481012,6503,1005322,2020,2,February,25,3,Tuesday,1509,20200225150901,27,Head on,2,19,Failed to yield right of way,0, ,35.285626,-80.921512,
1463930.700231,566091.98773101,6504,1107198,2021,7,July,2,6,Friday,2305,20210702230502,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.29212,-80.79661,
1476894.81335601,565760.435856014,6505,1277873,2024,11,November,6,4,Wednesday,536,20241106053600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.291846,-80.753151,
1433569.98773101,547070.246481001,6506,1136842,2022,3,March,21,2,Monday,1746,20220321174601,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.238312,-80.89712,
1432701.50023101,537330.627106011,6507,1036582,2020,8,August,1,7,Saturday,1635,20200801163501,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.21151,-80.899404,
1483008.075856,533120.105856001,6508,1165092,2022,7,July,8,6,Friday,19,20220708001901,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.20247,-80.73076,
1459377.23273101,474129.522106007,6509,1234570,2023,11,November,13,2,Monday,2112,20231113211201,1,Ran off road right,1,14,Overcorrected/oversteered,0, ,35.03925,-80.80626,
1445890.37523101,551962.945231006,6510,2244276,2024,2,February,13,3,Tuesday,1844,20240213184401,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.252393,-80.856172,
1455741.84210601,592307.195231006,6511,1282048,2024,12,December,12,5,Thursday,1510,20241212151306,24,"Left turn, different roadways",2,4,Disregarded traffic signals,0, ,35.363727,-80.825664,
1432196.305856,552373.988981009,6512,1138779,2022,4,April,11,2,Monday,1118,20220411183012,27,Head on,2,11,Crossed centerline/going wrong way,0, ,35.25281,-80.90206,
1462768.14273101,535583.507731006,6513,1025682,2020,6,June,15,2,Monday,246,20200613024603,1,Ran off road right,2,34,Unknown,0, ,35.208249,-80.798653,
1500781.55460601,546061.340231001,6514,1102865,2021,6,June,9,4,Wednesday,1226,20210609122601,1,Ran off road right,2,11,Crossed centerline/going wrong way,0, ,35.23886,-80.672,
1446480.38085601,478862.403981,6515,1180850,2022,11,November,7,2,Monday,1117,20221107111704,2,Ran off road left,1,34,Unknown,0, ,35.0516,-80.849634,
1491511.78835601,535604.748981014,6516,1197784,2023,1,January,16,2,Monday,532,20230110053201,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.2097,-80.70244,
1448347.86273101,512508.323981002,6517,1096863,2021,5,May,9,1,Sunday,1606,20210509160600,14,Pedestrian,2,7,Exceeded safe speed for conditions,0, ,35.144129,-80.845485,
1476551.90585601,518014.22210601,6518,1288290,2024,1,January,7,1,Sunday,907,20240107090700,1,Ran off road right,1,33,Unable to determine,0, ,35.160659,-80.751477,
1480254.36648101,509754.468981013,6519,1194512,2022,12,December,15,5,Thursday,1936,20221215193601,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.138146,-80.738607,
1484408.433981,533070.241481006,6520,1199805,2023,1,January,29,1,Sunday,1839,20230129183901,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0, ,35.2024,-80.72607,
1468311.33023101,478093.437106013,6521,1118605,2021,9,September,10,6,Friday,636,20210910063601,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.050583,-80.776654,
1448327.99960601,540053.701481014,6522,1181609,2022,11,November,12,7,Saturday,643,20221112064300,2,Ran off road left,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.219801,-80.847266,
1453237.26898101,470234.277731001,6523,1137663,2022,3,March,30,4,Wednesday,719,20220330071901,30,Angle,2,19,Failed to yield right of way,0,None (no unusual conditions),35.02824,-80.82653,
1445051.418981,586635.251481012,6524,1202240,2023,2,February,18,7,Saturday,1354,20230218135401,15,Pedalcyclist,2,4,Disregarded traffic signals,0, ,35.3476,-80.861159,
1424045.18835601,513686.138356,6525,1002084,2020,2,February,5,4,Wednesday,857,20200205085704,14,Pedestrian,1,13,Use of improper lane,0, ,35.146096,-80.926843,
1506144.215856,546176.787731007,6526,1021165,2020,5,May,18,2,Monday,2024,20200518202402,1,Ran off road right,1,7,Exceeded safe speed for conditions,0, ,35.239424,-80.654049,
1433656.836481,542003.00273101,6527,1119397,2021,9,September,17,6,Friday,2051,20210917205102,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.224396,-80.896505,
1463701.321481,534817.129606009,6528,1172882,2022,9,September,8,5,Thursday,1654,20220908165401,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.20619,-80.795483,
1440552.278981,543144.26835601,6529,1053760,2020,10,October,1,5,Thursday,2042,20201001204202,30,Angle,1,2,Disregarded stop sign,0, ,35.227891,-80.873492,
1440658.368981,503097.537106007,6530,1133512,2022,2,February,13,1,Sunday,145,20220213014801,19,Fixed object,2,30,Alcohol use,0, ,35.11788,-80.87061,
1461273.08335601,534163.72210601,6531,1052573,2020,10,October,16,6,Friday,2120,20201016212502,14,Pedestrian,2,31,Drug use,0, ,35.204274,-80.803571,
1471229.729606,550338.391481012,6532,1227912,2023,9,September,23,7,Saturday,59,20230923005902,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.249202,-80.771211,
1444985.883981,480387.058356002,6533,1179011,2022,10,October,25,3,Tuesday,1415,20221025141507,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.055712,-80.854722,
1447290.747731,544548.137731001,6534,1177571,2022,10,October,9,1,Sunday,1901,20221009190101,14,Pedestrian,1,19,Failed to yield right of way,0, ,35.232095,-80.851019,
1452001.90523101,573401.980231002,6535,1133284,2022,2,February,10,5,Thursday,2107,20220210210700,14,Pedestrian,1,8,Failure to reduce speed,0, ,35.311602,-80.837033,
1436086.25460601,519666.244606003,6536,1206027,2023,3,March,25,7,Saturday,1713,20230325171301,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.16316,-80.88695,
1469467.777731,554162.085231006,6537,1245902,2024,2,February,16,6,Friday,4,20240216000401,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.25962,-80.777341,
1466313.56273101,580945.666481003,6538,1130626,2022,1,January,9,1,Sunday,220,20220109022101,30,Angle,2,30,Alcohol use,0, ,35.333044,-80.789523,
1481495.70273101,565749.78398101,6539,1273747,2024,10,October,9,4,Wednesday,1501,20241009150302,14,Pedestrian,2,20,Inattention,0, ,35.292039,-80.737734,
1447302.79898101,544537.720231012,6540,1125649,2021,11,November,15,2,Monday,912,20211115091200,14,Pedestrian,2,20,Inattention,0, ,35.232067,-80.850978,
1429861.79773101,510519.407106012,6541,1076343,2021,1,January,28,5,Thursday,2214,20210128221402,3,Ran off road straight ahead,1,32,Other*,0, ,35.137705,-80.907185,
1475733.650231,565360.176481009,6542,1052546,2020,8,August,2,1,Sunday,438,20200802043800,14,Pedestrian,1,0, ,0, ,35.29069,-80.757018,
1511574.84648101,542121.434606001,6543,1201179,2023,2,February,8,4,Wednesday,2113,20230208211302,29,"Sideswipe, opposite direction",1,6,Exceeded authorized speed limit,0, ,35.22853,-80.63564,
1492710.15960601,578220.708356008,6544,1199815,2023,1,January,29,1,Sunday,2038,20230129203800,1,Ran off road right,2,33,Unable to determine,0, ,35.326833,-80.700873,
1431295.20398101,542261.167106003,6545,1252097,2024,4,April,10,4,Wednesday,656,20240410065601,24,"Left turn, different roadways",2,20,Inattention,0, ,35.224981,-80.904428,
1481416.23398101,527601.657731012,6546,1171037,2022,8,August,26,6,Friday,1715,20220826171505,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.187233,-80.735765,
1464620.09460601,566669.210856006,6547,1169740,2022,8,August,15,2,Monday,2203,20220815220302,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.29374,-80.794335,
1496454.386481,536568.698981002,6548,1239493,2023,12,December,20,4,Wednesday,1520,20231220152700,14,Pedestrian,1,6,Exceeded authorized speed limit,0, ,35.21258,-80.68595,
1433404.36335601,559427.648981005,6549,1119193,2021,9,September,15,4,Wednesday,2258,20210915225801,24,"Left turn, different roadways",1,34,Unknown,0, ,35.272251,-80.898466,
1489309.588356,581603.272106007,6550,1224814,2023,8,August,27,1,Sunday,1754,20230828175400,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,0, ,35.335965,-80.712468,
1483050.68898101,544179.489606008,6551,1081704,2020,12,December,3,5,Thursday,2007,20201203200700,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.232855,-80.731263,
1487275.211481,571812.115856007,6552,1068488,2021,1,January,4,2,Monday,1551,20210104155100,28,"Sideswipe, same direction",2,0,No contributing circumstance indicated,0, ,35.30897,-80.71872,
1468865.340231,492848.633356005,6553,1011112,2020,3,March,27,6,Friday,2255,20200327225701,20,Parked motor vehicle,2,20,Inattention,0, ,35.091147,-80.775685,
1479034.792106,562629.767731011,6554,1079817,2020,11,November,28,7,Saturday,128,20201128012800,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.283349,-80.745796,
1447867.260856,542741.012106001,6555,1210890,2023,5,May,6,7,Saturday,1825,20230506182503,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.22716,-80.848976,
1433685.855856,512240.000231013,6556,1174429,2022,9,September,20,3,Tuesday,625,20220920062702,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.142633,-80.894506,
1400274.60023101,495383.475856006,6557,1193649,2022,12,December,8,5,Thursday,520,20221208052001,23,"Left turn, same roadway",1,4,Disregarded traffic signals,0, ,35.094522,-81.005109,
1426569.76835601,505838.00335601,6558,1117458,2021,8,August,28,7,Saturday,215,20210828021500,21,"Rear end, slow or stop",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.12467,-80.917892,
1479878.261481,598179.220231012,6559,1276275,2024,10,October,29,3,Tuesday,1454,20241029145400,26,"Right turn, different roadways",2,1,Disregarded yield sign,0, ,35.381051,-80.745064,
1438129.12648101,515943.734606013,6560,1135530,2022,3,March,6,1,Sunday,1924,20220306192403,27,Head on,2,5,Disregarded road markings,0, ,35.15304,-80.87988,
1439062.808356,503022.088356003,6561,1141635,2022,5,May,11,4,Wednesday,630,20220511063101,29,"Sideswipe, opposite direction",2,20,Inattention,0, ,35.11759,-80.87594,
1440165.58523101,583703.011481002,6562,994060,2020,1,January,1,4,Wednesday,351,20200101035101,27,Head on,2,2,Disregarded stop sign,0, ,35.339292,-80.877355,
1449896.42710601,538502.640231013,6563,1024683,2020,6,June,1,2,Monday,2047,20200601204704,13,Other non-collision*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.21562,-80.841919,
1497528.30335601,541272.969606012,6564,1016159,2020,2,February,17,2,Monday,2300,20200217230101,15,Pedalcyclist,1,0, ,0, ,35.225554,-80.682622,
1475733.98273101,582313.808356002,6565,1133590,2022,2,February,14,2,Monday,654,20220214065401,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.337265,-80.758023,
1453728.10835601,531980.152731001,6566,1135135,2022,3,March,2,4,Wednesday,1949,20220302194900,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.197896,-80.82869,
1472873.245856,583940.412106007,6567,1140438,2022,5,May,2,2,Monday,1353,20220502135301,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.341594,-80.767711,
